   -0.730938    -1.261127    -0.280202    -2.909917    -0.119519    -2.200931    -1.138368    -1.526154    -0.871078    -1.512393    -2.737782    -0.198850      1
   -0.682112    -1.012411    -0.470340    -3.224507     0.442934    -0.131785     1.335185     1.207306    -1.015053     0.801822    -1.554565     2.048718      1
    0.437286    -0.702149    -0.115675    -1.790673     0.744182    -1.369710    -2.002051     1.114678     1.406256    -0.430093    -0.478834    -0.124401      1
   -1.343448     0.275611    -0.649652    -2.155393    -0.237854     0.321213    -1.769506    -1.703662    -1.045456    -0.478033    -1.847600     0.566705      1
    0.420620    -1.083102     1.206150    -1.120186     1.215777    -0.081059    -1.173038     1.552931    -0.498775    -0.138103     1.044276     0.099999      1
   -1.834911    -1.100031    -1.507424    -3.428540    -0.162574    -4.496567    -2.685739    -0.450588    -0.998894    -1.846359    -3.301281    -1.279938      1
    0.846505     0.694652     2.161415    -0.159115     0.616159     0.009940    -1.019957     0.662699    -0.198920    -0.025961    -1.392477     2.917365      1
   -0.520615    -0.607410     0.355137    -0.800167     3.014960    -0.940809     0.415986     2.088201     0.811751     0.983277     0.266877     0.713498      1
    4.196110     0.090405     2.042107    -1.071985     0.829388    -0.140038    -0.937892     1.078252     0.478477     1.857213     1.238134    -0.534849      1
   -1.398825    -1.187870     1.837529    -1.181376     0.716113    -2.213401     0.401416     0.512031    -0.599935    -1.002460    -2.541074    -1.536340      1
   -0.996275     0.317369    -1.824979    -0.607462    -0.296833    -0.079304    -0.139438     1.417509     2.283819    -0.329122    -0.217023    -0.460551      2
   -0.890073     0.415971     0.603128    -0.831999    -0.783213    -0.520021     1.477275    -0.037077     0.923813    -2.323418    -0.439602    -0.342873      2
   -2.992918    -1.012665    -2.911642    -1.230317     0.020703    -1.066512    -0.249433     0.826342     0.402838    -1.678888    -0.812431    -0.169840      2
    0.198933    -0.735201     0.208381     0.970838    -0.751086    -2.258539     3.120176     0.520136     0.195593    -1.851332    -3.235584    -0.457726      2
    1.932860     1.878322     1.283395     1.672949    -0.542878    -0.318892    -0.237788     0.864822     1.370870    -1.314856    -0.642545    -0.702987      2
   -0.827863     1.386885    -2.127334     0.652538    -0.103755    -0.809278     0.744049     2.363977    -0.885197    -1.053307    -0.605645    -0.306577      2
   -1.333865     0.589537    -1.895366     1.058602     0.890989     0.474250     0.604548     2.306964     2.514912    -1.059418    -3.101454    -1.210779      2
   -0.258916    -1.466791    -1.354836     0.658920     0.864315    -2.637954     1.746868     0.860468     1.651127    -1.161200     0.149331    -1.956208      2
   -0.273901    -0.205872    -0.434787     0.120981    -0.666762    -1.934950     0.082597    -0.923199     0.158980    -1.308880    -1.246849    -3.176434      2
    0.808559    -0.023400    -2.810263    -0.370197    -0.612126    -1.019074    -1.360156     2.980038     1.782973     0.009295    -1.107370    -1.356021      2
   -3.277066    -1.049833    -2.349395    -0.439913    -2.072042    -4.609841    -2.700205    -1.981054    -0.499135    -1.924352    -1.369271    -2.427488      3
   -2.880261    -0.427557     0.256419    -2.421089    -1.787432    -5.008921     1.121036    -2.065634    -1.220653    -1.179531    -0.478462     0.516178      3
    1.579493     1.068692    -1.073729     0.107127    -1.789610    -2.889316     1.040075    -0.097533     0.037886    -1.112362    -1.680266     1.546716      3
   -1.324097     0.657923    -2.378100    -1.797251    -1.167108    -2.058872    -2.105762    -1.803522    -1.066377     0.531821    -2.016937    -1.428093      3
   -1.576499    -0.915550    -1.198419    -0.191109    -0.637539    -4.499109    -0.852859    -1.315786     0.044445    -0.520433    -1.669295     1.071698      3
   -0.581502     0.575380     0.374137    -1.128071    -0.880496    -0.681884     0.809302     0.003106     0.636929    -1.118966     0.652269    -0.763291      3
   -2.490633     1.188224     0.144706    -1.704421    -2.665901    -3.782193    -0.401888    -0.888019    -0.195847    -0.812791    -0.288995    -0.000929      3
   -1.890351     0.818080    -2.263329    -2.755909     1.129923    -2.818903    -0.260090    -0.477157    -1.732733    -0.435622     1.183850     0.188591      3
   -2.396282    -0.459773    -0.310565    -0.337725    -1.017200    -3.359227    -1.063851    -0.595810    -0.649878    -0.871928    -1.791804    -0.607252      3
   -1.182498     0.414237     0.266167    -2.464902    -1.169571    -1.919233    -0.619081    -1.205016    -0.401341    -0.817089    -0.213888    -0.575102      3
    0.313124    -0.797476    -1.681914    -1.162615    -2.748252    -2.562863     2.121302    -1.352420     1.180812    -1.818279    -3.382066    -0.873474      4
    0.117230    -0.337065     0.521863     0.325584    -2.070150    -0.276273     2.254782     1.561681     0.833522    -0.031841     0.397626     1.468245      4
    0.301944    -1.674927     0.760297    -0.999698    -2.122763    -1.160102     3.322062     3.195428     0.411725    -0.435374     0.081206     2.339809      4
    2.387106     0.769337     0.441608    -0.088343    -1.555637    -0.877991     1.551759     0.863933     1.998268     0.825199     1.433425     4.254765      4
    3.002428    -0.327295     0.713493    -1.755729    -1.102641     0.140475     2.752714     2.743296     2.539877     0.674833     1.587179     1.800434      4
   -0.911706    -1.400799    -0.104274    -3.331898    -1.568934    -1.844107    -0.110450    -0.093820    -0.865400    -1.642080    -3.065272    -0.404873      4
    0.402603    -0.977196    -0.145255    -0.833789     0.179677     0.045550     3.399908     3.494215     1.823940    -0.471851    -0.892327     2.163209      4
   -1.084275     0.430232    -1.712079    -0.755860    -3.441772     0.659641    -0.586283     0.407648     1.504212    -1.892718     1.240931     1.117265      4
    1.832312    -0.638412    -1.134208     0.540045    -2.019088    -0.563215     2.268196     2.097142     0.889712    -1.270417     0.730816     1.379796      4
    0.253389    -1.035703     0.137609    -0.838903    -0.302233    -1.686589     1.709194     3.145810     2.157467     1.350252    -0.230635     3.464328      4
    1.898898    -0.149038     0.642192    -1.611250     0.403500     2.185529     3.106758     2.096864    -0.480777    -0.704859     1.148514    -0.190346      5
    1.097933    -0.452875     0.717588     1.207626    -0.497503     2.128314     2.251183     0.307596    -0.501656    -1.233160     0.176013     1.614237      5
    4.582293     0.185129     0.230120     1.639087     0.155304     1.274481     2.593307     2.087767    -0.392776     1.443418     1.819268     0.408912      5
    2.493150     0.703074     0.409122     1.229749     2.116448     1.423926     3.455527     0.999841     0.018005     1.881278     1.990681     2.543103      5
    0.179924    -0.224465    -1.706438     0.424323     1.120187    -0.315991     0.969773    -0.041267    -4.139558    -0.834169     1.273106    -0.750536      5
    1.194217     2.189630    -2.476994    -1.423608     0.898666     0.894948     0.551421    -0.524135    -0.600048    -0.766795    -0.200432    -1.136876      5
    0.862174     0.140071    -1.111240    -2.125575    -1.101669    -2.288897     1.244454    -1.552497    -3.763721    -1.498025     1.871779    -3.153873      5
    1.096075     0.055945    -1.103225     1.284647    -1.626187     1.160318     1.352669     0.103081    -0.125941     0.290453     0.660223    -0.831191      5
    0.629583    -0.853083    -0.164515     0.141791    -0.309664     1.903758     0.947241     0.675316    -0.765616    -2.203392     1.359602     1.127692      5
    1.950047     0.547703    -1.762909    -0.476859    -0.095455     1.991820     1.250881    -0.440282    -1.230229     0.408080     2.620972    -0.913085      5
    3.602066     1.175435     2.727180     1.083412    -0.791271     0.412121    -1.253832    -1.075010    -0.085477     0.004012    -0.513640     1.926085      6
    4.008654    -0.443666     1.233435     2.292527     1.239136    -0.646962     0.436553     2.625224     1.252248     1.336307     0.925026     0.966548      6
   -0.884161    -2.508881    -0.987062    -0.812271    -0.407834    -2.451435    -3.136970    -1.749073    -3.070586     0.881831    -3.931120    -1.380068      6
    2.423556    -0.658762     1.201271     0.967771     0.983506     0.513419    -0.318920    -0.278607     0.203703     0.862624     0.632259     0.747576      6
    0.697944    -0.933908     1.253813     0.334523     2.112046     0.499692     2.029595     0.091320    -1.212241     1.727612    -0.350498    -1.014111      6
    1.816981    -1.055624    -0.899976     1.585249     1.797465    -0.554887     1.200068    -1.431738     0.820060     2.048186     0.703247     1.955909      6
    1.928200    -0.415919     3.313068     0.248596     1.388216    -0.926166     1.971917     0.940955    -0.315990     2.559904    -0.254345     0.243284      6
    2.928899    -1.049016     1.855350     3.518150     0.015065     0.284792    -2.217090    -0.106513     1.161060     0.558167    -0.242696     2.904846      6
   -1.033525    -1.177240    -1.409900     0.083810    -2.173546    -3.378438    -1.861883     0.467560    -0.542107     0.216216    -1.548500     0.472357      6
    3.296131    -1.404510     0.544969     1.300710     0.486032     1.100811     1.176162     0.083962    -0.086248     0.582610    -0.938113     0.655661      6
   -0.009564     1.624228     0.440790    -0.433725     1.700547    -0.473810     0.618520     1.166218     2.225620    -0.446972     0.221706     0.351505      7
    0.443710    -1.299637    -0.089149     0.117242     0.838350     0.002267     0.155718     1.654941    -1.606781    -0.986458     0.688894    -0.429683      7
   -0.446592    -1.565085     0.350962     0.918234    -1.098656     1.125331     0.906406     1.297948     0.405883    -3.008757     0.290242     0.498978      7
    0.093578     1.065304     1.215726     1.303254     1.893058     0.725846     0.779896     2.013655     2.918628    -0.778511     3.392554     0.982667      7
    1.228547    -0.262144     1.691231     0.217027     1.037339    -0.060084     1.756151     2.315230     1.804379     0.767057     1.694919    -0.171535      7
    1.054031    -1.491859     0.559870     1.027384     0.863519     1.197951     0.134735     1.067179    -0.570437    -1.879803    -1.794957    -0.358577      7
   -1.493332    -2.449076    -1.065845    -0.768993    -2.271316    -0.562432    -0.716952    -1.291713    -0.062046    -2.066748    -1.058548    -2.930171      7
   -1.488721    -1.676515    -2.510309    -0.162152    -0.051183     0.440041    -0.072482    -2.974239    -0.545655    -0.697712     0.277771    -1.920158      7
   -2.018921    -1.359054    -1.149363    -1.490272    -0.715063    -2.429618    -2.823209    -1.062492    -3.409816    -3.242922    -2.798315    -4.297097      7
   -0.802745     0.126852    -1.382707    -0.282075     0.969089    -1.201872    -0.146207    -0.383438    -0.904893    -2.979269    -0.024625    -2.686668      7
   -2.871537     0.006098    -1.463759    -2.151680    -1.318258     1.262709     0.235949    -1.021805    -1.266569    -1.863034    -1.518809    -0.137635      8
   -1.750524     1.462860     0.123203     0.774198     1.315255     1.358950    -0.578868     0.662410    -0.243839    -1.093402     0.845924     2.067377      8
   -4.007969    -2.885474    -1.038670    -1.855453    -1.650600    -1.728123    -2.031068    -0.292891    -1.949861    -0.732999    -0.896963    -0.353547      8
   -0.818855     0.292730    -1.695590    -1.974309    -0.724394     0.646311    -1.970008     0.815853    -1.556071    -1.294870    -1.599977     1.066923      8
   -0.984592     0.891475    -0.120808     0.221399     2.347895     1.584836     1.350187    -0.423145    -0.769599     0.943509     0.422522     1.578254      8
    0.388189     0.210320     0.737451    -0.018077     0.209381     3.000792     1.142964     2.259132    -0.644051    -0.064615    -0.478858     1.149764      8
   -2.394138    -0.091721    -0.630176    -1.032220    -1.156714     0.310462    -0.589253     0.838812    -0.663099    -2.445061    -3.712559     0.260965      8
   -2.846262    -2.686625    -0.600560    -3.661777    -2.833993    -1.577837    -0.785754    -0.677107    -3.126149    -1.287897    -2.961032    -3.145980      8
   -1.038945    -1.317253     0.504725    -0.325755     0.483704     2.216058     1.216534    -0.205181    -0.545476     0.009817    -1.196681     1.630664      8
